salary,job_id,bottomSalary,company,time,address,topSalary,job_name
1.5-2万/月,88745094,15.0,平安科技（深圳）有限公司,12-17,深圳-福田区,20.0,算法专家（机器学习/自然语言处理）（深圳）
1.5-2万/月,88744510,15.0,平安科技（深圳）有限公司,12-17,上海-浦东新区,20.0,算法专家（机器学习/自然语言处理)（上海）
1-1.5万/月,95974254,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,后台开发工程师（深圳）
1.5-2万/月,95974201,15.0,平安科技（深圳）有限公司,12-17,深圳-福田区,20.0,存储开发运维岗-非结构化数据方向（深圳）
1-1.5万/月,95834071,10.0,平安科技（深圳）有限公司,12-17,上海-浦东新区,15.0,需求分析（金融数据方向）（上海）
1-1.5万/月,95689032,10.0,平安科技（深圳）有限公司,12-17,上海-浦东新区,15.0,知识图谱工程师（上海）
1-1.5万/月,95582517,10.0,平安科技（深圳）有限公司,12-17,深圳,15.0,数据分析专员（深圳）
1-1.5万/月,95225204,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,分布式存储测试工程师(深圳)
1-1.5万/月,95224936,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,存储技术工程师(深圳)
1-1.5万/月,95042531,10.0,平安科技（深圳）有限公司,12-17,上海-浦东新区,15.0,数据分析师（上海）
1.5-2万/月,91788599,15.0,平安科技（深圳）有限公司,12-17,深圳-福田区,20.0,资深Hadoop开发工程师（深圳）
1-1.5万/月,96636118,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,运维开发工程师（深圳）
1-1.5万/月,96567142,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,应用平台工程师（运维方向）（深圳）
1-1.5万/月,96449335,10.0,平安科技（深圳）有限公司,12-17,上海-浦东新区,15.0,大数据处理工程师（上海）
1-1.5万/月,96441024,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,大数据后台运维工程师（深圳）
1.5-2万/月,96411116,15.0,平安科技（深圳）有限公司,12-17,深圳-福田区,20.0,数据挖掘工程师（深圳）
1-1.5万/月,96293293,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,爬虫工程师(深圳)
1-1.5万/月,96115985,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,图像处理工程师(深圳)
1-1.5万/月,94049942,10.0,平安科技（深圳）有限公司,12-17,深圳-福田区,15.0,应用平台工程师（DOCKER）（深圳）
1-1.5万/月,96161604,10.0,超威半导体（中国）有限公司,12-17,上海-浦东新区,15.0,SysTest Validation Engineer 2 (5)-应届生
1-1.5万/月,78386693,10.0,新华三技术有限公司,12-17,杭州,15.0,服务器自动化测试工程师
1.5-2万/月,72515383,15.0,新华三技术有限公司,12-17,杭州,20.0,测试工程师
1-1.5万/月,68249790,10.0,新华三技术有限公司,12-17,北京-海淀区,15.0,服务器虚拟化软件开发工程师
1-1.5万/月,87203215,10.0,新华三技术有限公司,12-17,杭州,15.0,物联网自动化测试开发工程师
1-1.5万/月,88496642,10.0,新华三技术有限公司,12-17,成都-武侯区,15.0,WEB软件工程师
1-1.5万/月,88496605,10.0,新华三技术有限公司,12-17,成都-武侯区,15.0,存储软件测试工程师
1-1.5万/月,88097277,10.0,新华三技术有限公司,12-17,合肥-高新区,15.0,SDN软件开发工程师
1-1.5万/月,87464341,10.0,新华三技术有限公司,12-17,杭州,15.0,NFV产品测试工程师
1-1.5万/月,87464265,10.0,新华三技术有限公司,12-17,北京-海淀区,15.0,NFV产品测试工程师
1-1.5万/月,87464028,10.0,新华三技术有限公司,12-17,杭州,15.0,SDN产品测试工程师
1-1.5万/月,87463918,10.0,新华三技术有限公司,12-17,杭州,15.0,SDN软件开发工程师
1-1.5万/月,87463841,10.0,新华三技术有限公司,12-17,北京-海淀区,15.0,SDN软件开发工程师
1-1.5万/月,89011891,10.0,新华三技术有限公司,12-17,成都-武侯区,15.0,LTE基站测试工程师
2-2.5万/月,90975730,20.0,新华三技术有限公司,12-17,北京-朝阳区,25.0,大数据实施顾问
2-2.5万/月,90769170,20.0,新华三技术有限公司,12-17,北京-朝阳区,25.0,业务及数据分析师
1-1.5万/月,90505526,10.0,新华三技术有限公司,12-17,杭州,15.0,平台架构工程师
1-1.5万/月,90504881,10.0,新华三技术有限公司,12-17,杭州,15.0,软件开发工程师
1-1.5万/月,93401349,10.0,新华三技术有限公司,12-17,成都-武侯区,15.0,物联网自动化测试开发工程师
2-2.5万/月,91434785,20.0,新华三技术有限公司,12-17,北京-朝阳区,25.0,技术咨询部-大数据架构师
1-1.5万/月,93177635,10.0,新华三技术有限公司,12-17,成都,15.0,软件测试工程师
18-30万/年,95808849,15.0,新华三技术有限公司,12-17,异地招聘,25.0,开发技术骨干、资深开发若干
18-30万/年,95808781,15.0,新华三技术有限公司,12-17,北京,25.0,开发技术骨干、资深开发若干
0.8-1万/月,94834188,8.0,新华三技术有限公司,12-17,杭州-滨江区,10.0,服务器测试工程师（2018应届生）
1-1.5万/月,93736863,10.0,新华三技术有限公司,12-17,杭州-滨江区,15.0,产品解决方案架构师（杭州）
1-1.5万/月,93702981,10.0,新华三技术有限公司,12-17,合肥-高新区,15.0,AI算法工程师
1-1.5万/月,93702840,10.0,新华三技术有限公司,12-17,合肥-高新区,15.0,后端开发工程师
1-1.5万/月,96675275,10.0,新华三技术有限公司,12-17,郑州,15.0,大数据软件开发项目经理
1-1.5万/月,96675018,10.0,新华三技术有限公司,12-17,杭州-滨江区,15.0,大数据软件定制开发工程师
1-1.5万/月,96674956,10.0,新华三技术有限公司,12-17,郑州,15.0,大数据软件定制开发工程师
1-1.5万/月,96884435,10.0,新华三技术有限公司,12-17,成都-武侯区,15.0,LTE解决方案测试工程师
1-1.5万/月,96884434,10.0,新华三技术有限公司,12-17,异地招聘,15.0,LTE解决方案测试工程师
40-50万/年,84848897,33.3333333333,中信银行信用卡中心,12-17,深圳-罗湖区,41.6666666667,架构管理岗（数据产品方向）(002742)
40-50万/年,87762820,33.3333333333,中信银行信用卡中心,12-17,深圳-罗湖区,41.6666666667,系统管理岗(003057)
40-50万/年,87762798,33.3333333333,中信银行信用卡中心,12-17,深圳-罗湖区,41.6666666667,数据科学家(003027)
20-30万/年,86673066,16.6666666667,中信银行信用卡中心,12-17,深圳-福田区,25.0,风险计量策略岗(002999)
30-40万/年,86181882,25.0,中信银行信用卡中心,12-17,深圳-罗湖区,33.3333333333,数据挖掘岗(002936)
50-60万/年,94276197,41.6666666667,中信银行信用卡中心,12-17,深圳-罗湖区,50.0,网络安全工程师(003523)
2.5-3万/月,94275615,25.0,中信银行信用卡中心,12-17,深圳-罗湖区,30.0,IT系统运营管理岗（服务台与QC处理方向）(003525)
2.5-3万/月,94275537,25.0,中信银行信用卡中心,12-17,深圳-罗湖区,30.0,信息安全管理岗(003526)
2.5-3万/月,94275201,25.0,中信银行信用卡中心,12-17,深圳-罗湖区,30.0,Linux系统运维管理岗(003521)
1-1.5万/月,94862316,10.0,中国国际金融股份有限公司,12-17,北京,15.0,Financial Engineer
1.5-2万/月,87991990,15.0,吉利集团（总部）,12-17,杭州,20.0,高级运维工程师(J14454)
1.5-2万/月,90725292,15.0,杭州的蓝科技有限公司,12-17,杭州-滨江区,20.0,高级数据挖掘工程师
0.8-1万/月,94792153,8.0,绫致时装（天津）有限公司,12-17,北京,10.0,运维开发工程师
1.5-3万/月,84508306,15.0,平安证券股份有限公司,12-17,深圳-福田区,30.0,应用服务工程师
1.5-3万/月,88621324,15.0,平安证券股份有限公司,12-17,上海,30.0,高级JAVA开发工程师（互联网金融安全）
1.5-3万/月,91612801,15.0,平安证券股份有限公司,12-17,深圳-福田区,30.0,大数据开发工程师
1.5-3万/月,91503033,15.0,平安证券股份有限公司,12-17,上海,30.0,运维开发工程师
1.5-3万/月,91502822,15.0,平安证券股份有限公司,12-17,深圳,30.0,运维开发工程师
1.5-2万/月,83088514,15.0,亚信科技（中国）有限公司,12-17,南京,20.0,亚信安全_高级C/C++开发工程师（企业级安全产品）
1.5-2万/月,89569737,15.0,亚信软件研发中心PRD,12-17,北京-西城区,20.0,PRD-BI-算法框架开发工程师-北京-E(13320170500073)
0.5-1万/月,88776381,5.0,亚信科技（中国）有限公司,12-17,天津-河北区,10.0,亚信软件CSC事业部_运维工程师
1-1.5万/月,88463223,10.0,亚信软件CMC,12-17,广州-天河区,15.0,JAVA开发工程师
1-1.5万/月,90232471,10.0,亚信软件研发中心PRD,12-17,杭州-滨江区,15.0,PDC_C++软件工程师(10720170500017)
2.5-3万/月,89263583,25.0,亚信在线BIU,12-17,北京-西城区,30.0,BIU事业部_数据建模工程师(11520170500011)
1-1.5万/月,89262273,10.0,亚信在线BIU,12-17,北京-西城区,15.0,BIU事业部_数据架构师(11520170500013)
1.5-2万/月,91255537,15.0,亚信软件研发中心PRD,12-17,北京-东城区,20.0,云平台高级研发工程师(13320170600048)
1-1.5万/月,90212084,10.0,亚信软件研发中心PRD,12-17,杭州-滨江区,15.0,PRD_BILLING软件运维工程师_BOSS系统(10720170600005)
1-1.5万/月,92550533,10.0,亚信科技（中国）有限公司,12-17,北京-西城区,15.0,后台数据开发工程师
15-20万/年,92130127,12.5,亚信安全AIS,12-17,南京-雨花台区,16.6666666667,亚信安全_高级运维开发工程师
1.5-2万/月,90767574,15.0,亚信软件研发中心PRD,12-17,长沙-芙蓉区,20.0,移动应用开发工程师(10820170600019)
1.5-2万/月,93042230,15.0,亚信软件研发中心PRD,12-17,南京-秦淮区,20.0,PRD_PAAS平台软件工程师(13320170800013)
1-1.5万/月,93041331,10.0,亚信软件研发中心PRD,12-17,杭州-滨江区,15.0,PRD_BILLING_C++软件工程师(10720170800011)
1.5-2万/月,92662670,15.0,亚信软件研发中心PRD,12-17,杭州-滨江区,20.0,HZ-UED-前端工程师(10720170800005)
0.8-1万/月,92624616,8.0,亚信在线BIU,12-17,重庆-渝北区,10.0,数据建模工程师
1.5-2万/月,93307381,15.0,亚信软件研发中心PRD,12-17,南京-秦淮区,20.0,PRD_C++软件工程师_需求开发(11320170800018)
1-1.5万/月,96492790,10.0,亚信软件CMC,12-17,广州-天河区,15.0,系统工程师
20-40万/年,96759284,16.6666666667,亚信安全AIS,12-17,南京-雨花台区,33.3333333333,亚信安全_高级研发工程师（ Linux内核&虚拟化）
20-40万/年,96759029,16.6666666667,亚信安全AIS,12-17,成都,33.3333333333,亚信安全_高级移动应用研发工程师（Android & iOS）
20-40万/年,96756545,16.6666666667,亚信安全AIS,12-17,南京-雨花台区,33.3333333333,亚信安全_高级移动应用研发工程师（Android & iOS）
30-40万/年,79530030,25.0,飞利浦（中国）投资有限公司 Phil...,12-17,上海-闵行区,33.3333333333,Scientist for Data Analytics
1.5-2万/月,79400437,15.0,飞利浦（中国）投资有限公司 Phil...,12-17,上海,20.0,Advanced Software Test Engineer
2.5-4万/月,92141149,25.0,飞利浦（中国）投资有限公司 Phil...,12-17,上海-闵行区,40.0,Advanced Android Engineer
1-1.5万/月,96958154,10.0,达而观信息科技（上海）有限公司,12-17,深圳-龙岗区,15.0,Java工程师
1.5-4万/月,96954251,15.0,凯泰铭科技（北京）有限公司,12-17,北京-朝阳区,40.0,AI算法工程师
1-1.5万/月,96954233,10.0,深圳才易宝技术有限公司,12-17,深圳-南山区,15.0,自动化测试
20-30万/年,96954168,16.6666666667,湘财证券股份有限公司,12-17,上海-浦东新区,25.0,前端工程师
1-1.5万/月,96953747,10.0,广州战法牧网络科技有限公司,12-17,广州-天河区,15.0,C++服务端开发工程师
1-1.8万/月,96953369,10.0,今日头条,12-17,北京,18.0,悟空问答产品运营
2-2.5万/月,96952916,20.0,上海昊硕企业管理咨询有限公司,12-17,广州-天河区,25.0,大数据分析师
1.5-2万/月,96950792,15.0,联发科技股份有限公司,12-17,北京-朝阳区,20.0,自动化测试开发工程师
0.5-1万/月,96949585,5.0,济南翼菲自动化科技有限公司,12-17,济南,10.0,后端开发工程师
4-5.5万/月,96949450,40.0,上海臻战电子科技/Wargaming,12-17,上海-黄浦区,55.0,高级客户端工程师
10-30万/年,96946217,8.33333333333,深圳市城市公共安全技术研究院有限...,12-17,深圳-福田区,25.0,系统开发工程师
1.5-2万/月,96943536,15.0,杭州浮云网络科技有限公司,12-17,杭州-下城区,20.0,数据仓库工程师
1.5-2万/月,96941352,15.0,新思科技（上海）Synopsys,12-17,上海,20.0,Synopsys Data Analyst Specialist
1-1.3万/月,96940065,10.0,深圳市中融致信资产管理有限公司,12-17,深圳-南山区,13.0,DBA数据库工程师
20-40万/年,96936604,16.6666666667,台达电子企业管理（上海）有限公司,12-17,武汉,33.3333333333,Sr. DevOps Engineer
1.5-3万/月,96935541,15.0,江苏万川医疗健康产业集团有限公司,12-17,南京-建邺区,30.0,Android开发工程师
1-1.5万/月,96935101,10.0,江苏万川医疗健康产业集团有限公司,12-17,南京-建邺区,15.0,J2EE工程师
1.5-2万/月,96934634,15.0,珠海安润普科技有限公司,12-17,珠海,20.0,算法研究员
20-40万/年,96934557,16.6666666667,台达电子企业管理（上海）有限公司,12-17,武汉,33.3333333333,QA Manager
1-1.5万/月,96934114,10.0,杭州同花顺数据开发有限公司,12-17,杭州-余杭区,15.0,行业研究员
1.5-3万/月,96933170,15.0,北京工业大数据创新中心有限公司,12-17,北京-海淀区,30.0,大数据平台产品研发工程师
1.5-2万/月,96930344,15.0,广东合晟网络科技有限公司,12-17,广州-天河区,20.0,云平台研发项目经理
1.5-3万/月,96929432,15.0,深圳前海用友力合金融服务有限公司,12-17,深圳,30.0,DBA
0.5-1万/月,96928850,5.0,深圳市小草互联网金融服务有限公司,12-17,广州,10.0,数据分析师
1-1.5万/月,96928020,10.0,上海极光互动网络科技有限公司,12-17,上海,15.0,C++服务器开发
0.5-1万/月,96927136,5.0,青岛萨纳斯智能科技股份有限公司,12-17,青岛,10.0,JAVA软件工程师（上市公司、五险一金、双休）
0.8-1万/月,96926961,8.0,杭州数强网络科技有限公司,12-17,杭州,10.0,线索分析师
0.5-1万/月,96926939,5.0,天津恩梯梯数据有限公司,12-17,天津,10.0,研发工程师（Linux/中间件）
1-1.5万/月,96924806,10.0,美团点评,12-17,上海,15.0,风险政策岗（应届生）
2-2.5万/月,96923837,20.0,中国东方航空股份有限公司,12-17,上海-长宁区,25.0,2018信息-iOS 高级开发工程师
1.5-2万/月,96922837,15.0,微弄堂（苏州）数字技术有限公司,12-17,深圳-南山区,20.0,Golang工程师
1.5-3万/月,96921231,15.0,上海盈灿投资管理咨询有限公司,12-17,上海-杨浦区,30.0,数据开发工程师
2-2.5万/月,96915844,20.0,美团点评,12-17,上海,25.0,图像算法工程师（搜索推荐技术中心）
2-3.8万/月,96504937,20.0,北京信永方略管理咨询有限责任公司,12-17,北京-东城区,38.0,计算机视觉工程师
1.5-2万/月,96503646,15.0,北京信永方略管理咨询有限责任公司,12-17,北京-东城区,20.0,Django开发工程师
5-7.5千/月,96468699,5.0,深圳市龙岗区横岗光台电子厂,12-17,深圳,7.5,电子工程师/工程助理
1-1.5万/月,95488564,10.0,天津大海云科技有限公司,12-17,北京-海淀区,15.0,运维工程师
1-1.5万/月,95488099,10.0,天津大海云科技有限公司,12-17,北京-海淀区,15.0,大数据开发工程师
0.6-1万/月,95479706,6.0,云南红岭云科技股份有限公司,12-17,昆明,10.0,高级数据分析员
4.5-6千/月,95434297,4.5,广州立趣信息科技有限公司,12-17,广州-天河区,6.0,算法工程师（实习）
1-1.2万/月,94840613,10.0,上海微创软件股份有限公司,12-17,北京,12.0,Linux运维工程师/云平台（北京）
1-1.5万/月,94739913,10.0,北京万方数据股份有限公司,12-17,天津-武清区,15.0,中级算法工程师（000516）
1-1.5万/月,94514993,10.0,北京中广瑞波科技股份有限公司,12-17,北京,15.0,系统集成工程师
1-1.8万/月,94346841,10.0,上海汉得信息技术股份有限公司,12-17,上海,18.0,算法工程师
1.8-2万/月,94216300,18.0,海南元游信息技术有限公司广州分公司,12-17,广州-天河区,20.0,游戏运维组长
2.5-3万/月,94030403,25.0,上海派拉软件股份有限公司,12-17,上海-浦东新区,30.0,大数据算法工程师/数据分析师
1.5-2万/月,93691966,15.0,上海犀语科技有限公司,12-17,上海-杨浦区,20.0,数据分析师
1-2.5万/月,93645320,10.0,广州汇智通信技术有限公司,12-17,广州,25.0,大数据软件开发工程师（大数据平台方向）
30-40万/年,93514282,25.0,防特网信息科技（北京）有限公司,12-17,北京,33.3333333333,高级C语言开发工程师
1.5-3万/月,93119879,15.0,领居科技（深圳）有限公司,12-17,深圳-南山区,30.0,网络运维工程师
15-20万/年,92658354,12.5,北京丽兹行房地产顾问有限公司-BJ12,12-17,北京-朝阳区,16.6666666667,数据处理-分析-方案-制度10000起上不封顶战略部
1-1.5万/月,91788239,10.0,东方财富信息股份有限公司,12-17,上海-徐汇区,15.0,安全工程师
2.5-3万/月,91523370,25.0,上海派拉软件股份有限公司,12-17,上海-浦东新区,30.0,大数据架构师
50-80万/年,91346947,41.6666666667,北京傲游天下科技有限公司,12-17,北京-东城区,66.6666666667,区块链技术总监
1.5-3万/月,90883078,15.0,北京捷通华声科技股份有限公司,12-17,北京,30.0,自然语言处理算法研究员（NLU）
1-1.5万/月,90760424,10.0,上海维音信息技术股份有限公司,12-17,上海-浦东新区,15.0,呼叫中心运营数据分析主管
2-2.5万/月,90729235,20.0,乐天创研（北京）科技有限公司,12-17,上海-普陀区,25.0,人工智能工程师
1.5-3万/月,90150611,15.0,北京捷通华声科技股份有限公司,12-17,北京,30.0,人脸识别算法研究员（AFR）
2.5-3万/月,89688710,25.0,乐天创研（北京）科技有限公司,12-17,上海-普陀区,30.0,AI工程师
30-40万/年,89558093,25.0,防特网信息科技（北京）有限公司,12-17,北京-海淀区,33.3333333333,Software Development Engineer 3
10-15万/年,89117280,8.33333333333,传音控股上海研发中心,12-17,上海,12.5,自动化测试开发工程师
20-30万/年,89088870,16.6666666667,东方财富信息股份有限公司,12-17,上海,25.0,自动化测试工程师
1.5-2万/月,88200562,15.0,天津大海云科技有限公司,12-17,北京-海淀区,20.0,Web前端开发工程师
2.5-3万/月,88057444,25.0,上海墨鹍数码科技有限公司,12-17,上海-浦东新区,30.0,资深服务器开发
2.5-3万/月,86220321,25.0,北京伯众联合管理咨询有限公司,12-17,北京,30.0,后端工程师--sherry
1-1.5万/月,86199665,10.0,陕西万盛达信息科技有限公司,12-17,西安-碑林区,15.0,DBA数据库工程师
1-1.5万/月,85548961,10.0,广州傲银信息科技有限责任公司,12-17,广州-海珠区,15.0,测试经理
1.5-2万/月,85077606,15.0,东方财富信息股份有限公司,12-17,上海-徐汇区,20.0,高级运维工程师（行情）
1.5-3万/月,85026224,15.0,上海犀语科技有限公司,12-17,上海-杨浦区,30.0,后端开发工程师
10-15万/年,84945233,8.33333333333,传音控股上海研发中心,12-17,上海,12.5,安卓自动化测试工程师
1.2-2万/月,82834808,12.0,湖南福米信息科技有限责任公司,12-17,异地招聘,20.0,Java研发工程师(大数据方向)-L5
3-4.5千/月,81898376,3.0,陕西运璟网络科技有限公司,12-17,西安-雁塔区,4.5,运维工程师
15-25万/年,81822401,12.5,传音控股上海研发中心,12-17,上海,20.8333333333,安卓自动化测试工程师（手机）
1-1.5万/月,81525007,10.0,上海微创软件股份有限公司,12-17,北京,15.0,区域服务运维工程师/Linux运维(北京)
0.8-1万/月,81095567,8.0,南京云恒瑞通网络科技有限责任公司,12-17,南京,10.0,飞控 C/C++研发工程师
1-1.5万/月,80936322,10.0,上海德拓信息技术股份有限公司,12-17,南京-秦淮区,15.0,数据库研发工程师
0.6-1万/月,79737964,6.0,成都迈思信息技术有限公司,12-17,深圳-福田区,10.0,软件测试工程师
1.2-2万/月,79457526,12.0,深圳市瑞云科技有限公司,12-17,深圳-南山区,20.0,高级运维工程师
2-2.5万/月,78420216,20.0,广州市建明信息科技有限公司,12-17,广州-天河区,25.0,大数据开发工程师
1-1.5万/月,74585559,10.0,杭州热联集团股份有限公司,12-17,杭州,15.0,金融软件工程师
1-1.5万/月,74189781,10.0,上海迅仿工程技术有限公司,12-17,上海-嘉定区,15.0,虚拟平台CAE二次开发工程师
10-15万/年,73004070,8.33333333333,传音控股上海研发中心,12-17,上海,12.5,Android自动化测试工程师
1.5-2万/月,70909489,15.0,上海信而富企业管理有限公司,12-17,异地招聘,20.0,运维工程师
2.5-3万/月,70829679,25.0,上海墨鹍数码科技有限公司,12-17,上海-浦东新区,30.0,客户端主程序（手游新项目）
4.5-6千/月,68701561,4.5,联琛辉信息科技（南京）有限公司,12-17,南京-江宁区,6.0,QA测试工程师
0.5-1万/月,52325305,5.0,恒为科技（上海）股份有限公司,12-17,武汉-洪山区,10.0,Linux应用软件工程师
2.5-3万/月,92080576,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,DBA（mysql方向，海外菲律宾）
2.5-3万/月,92080575,25.0,深圳市第一企业管理咨询有限公司,12-17,深圳,30.0,DBA（mysql方向，海外菲律宾）
2.5-3万/月,92080574,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,DBA（mysql方向，海外菲律宾）
2.5-3万/月,92080573,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,DBA（mysql方向，海外菲律宾）
2-2.5万/月,90126766,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,运维工程师（菲律宾或马来西亚）
2-2.5万/月,90126765,20.0,深圳市第一企业管理咨询有限公司,12-17,深圳,25.0,运维工程师（菲律宾或马来西亚）
2.5-3万/月,90126759,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,PHP工程师（菲律宾、马来西亚、泰国）
2.5-3万/月,90126758,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,PHP工程师（菲律宾、马来西亚、泰国）
2.5-3万/月,90126757,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,PHP工程师（菲律宾、马来西亚、泰国）
2.5-3万/月,90126756,25.0,深圳市第一企业管理咨询有限公司,12-17,深圳,30.0,PHP工程师（菲律宾、马来西亚、泰国）
2.5-3万/月,90126755,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,PHP工程师（菲律宾、马来西亚、泰国）
2.5-3万/月,90126754,25.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,30.0,PHP工程师（菲律宾、马来西亚、泰国）
2-2.5万/月,89883136,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,C++服务端工程师（golang方向，菲律宾或马来西亚）
2-2.5万/月,89883135,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,C++服务端工程师（golang方向，菲律宾或马来西亚）
2-2.5万/月,89883134,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,C++服务端工程师（golang方向，菲律宾或马来西亚）
2-2.5万/月,89883133,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,C++服务端工程师（golang方向，菲律宾或马来西亚）
2-2.5万/月,89883132,20.0,深圳市第一企业管理咨询有限公司,12-17,深圳,25.0,C++服务端工程师（golang方向，菲律宾或马来西亚）
2-2.5万/月,89883131,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,C++服务端工程师（golang方向，菲律宾或马来西亚）
2-2.5万/月,89880535,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,C++服务端工程师（golang方向，菲律宾或马来西亚）
2-2.5万/月,89879762,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,运维工程师（菲律宾或马来西亚）
2-2.5万/月,89879761,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,运维工程师（菲律宾或马来西亚）
2-2.5万/月,89879760,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,运维工程师（菲律宾或马来西亚）
2-2.5万/月,89879759,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,运维工程师（菲律宾或马来西亚）
2-2.5万/月,85186325,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,PHP工程师（马来西亚、菲律宾、泰国）
2-2.5万/月,85186324,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,PHP工程师（马来西亚、菲律宾、泰国）
2-2.5万/月,85186323,20.0,深圳市第一企业管理咨询有限公司,12-17,异地招聘,25.0,PHP工程师（马来西亚、菲律宾、泰国）
1-1.5万/月,63645522,10.0,北京中星微电子有限公司,12-16,上海-浦东新区,15.0,软件测试工程师
1.5-2万/月,95224694,15.0,融讯伟业（北京）科技有限公司,12-16,北京-丰台区,20.0,图像识别算法工程师
1-1.5万/月,93488037,10.0,青岛纽森商务有限公司,12-16,青岛,15.0,Hadoop开发工程师
0.8-1万/月,89436307,8.0,安诺优达基因科技（北京）有限公司,12-16,北京,10.0,生物信息工程师
1-1.5万/月,83674287,10.0,安诺优达基因科技（北京）有限公司,12-16,北京,15.0,云平台 研发工程师
1.5-3万/月,96828879,15.0,饿了么,12-16,上海,30.0,资深业务分析师/业务分析专家-合规方向
4.8-7千/月,95549026,4.8,捷普集团-捷普科技（上海）有限公...,12-16,上海-徐汇区,7.0,嵌入式软件测试工程师
2-2.5万/月,92995150,20.0,捷普集团-捷普科技（上海）有限公...,12-16,上海-徐汇区,25.0,Test Development Engineer
2.5-3万/月,89879170,25.0,捷普集团-捷普科技（上海）有限公...,12-16,上海-徐汇区,30.0,RF Test Development Manager
1.5-2万/月,91484635,15.0,捷普集团-捷普科技（上海）有限公...,12-16,上海-徐汇区,20.0,Senior RF TD Engineer
1.5-2万/月,92936842,15.0,网新新云联金融信息服务（浙江）有...,12-16,北京,20.0,风险建模师（专家）
1-1.5万/月,96241295,10.0,上海锐赢信息技术有限公司,12-16,上海-虹口区,15.0,数据分析师
2-2.5万/月,93670394,20.0,上海锐赢信息技术有限公司,12-16,上海-徐汇区,25.0,JAVA软件开发工程师
1-1.5万/月,90708753,10.0,上海锐赢信息技术有限公司,12-16,上海-浦东新区,15.0,数据应用开发
1.5-2万/月,89992997,15.0,上海锐赢信息技术有限公司,12-16,上海-浦东新区,20.0,嵌入式开发工程师
1-1.5万/月,89823895,10.0,上海锐赢信息技术有限公司,12-16,上海-浦东新区,15.0,运维工程师
1-1.5万/月,68181481,10.0,上海锐赢信息技术有限公司,12-16,上海-普陀区,15.0,JAVA高级开发工程师
1-1.5万/月,87851830,10.0,上海锐赢信息技术有限公司,12-16,上海-黄浦区,15.0,Hadoop运维
1-1.5万/月,86125143,10.0,上海锐赢信息技术有限公司,12-16,上海-浦东新区,15.0,运维工程师
3-4.5千/月,85293507,3.0,西安龙卷风企业管理咨询有限公司,12-16,西安,4.5,A613-1配置管理工程师
4.5-6千/月,85292874,4.5,西安龙卷风企业管理咨询有限公司,12-16,西安,6.0,A311-1WE前端开发
4.5-6千/月,85293171,4.5,西安卓睿信息技术有限公司,12-16,西安,6.0,A311-1WE前端开发
2.5-3万/月,91939646,25.0,上海新锦田餐饮有限公司,12-16,上海-黄浦区,30.0,用户运营数据分析经理
2-2.5万/月,91935508,20.0,上海新锦田餐饮有限公司,12-16,上海-黄浦区,25.0,风控策略设计
1-1.5万/月,90266871,10.0,南京领添信息技术有限公司,12-16,南京,15.0,数据分析师
1.5-2万/月,86994863,15.0,南京领添信息技术有限公司,12-16,南京,20.0,高级运维工程师
1.5-2万/月,94682479,15.0,南京领添信息技术有限公司,12-16,南京,20.0,算法工程师
1.2-2万/月,87203710,12.0,南京领添信息技术有限公司,12-16,南京,20.0,Mysql DBA
4.5-6千/月,73495962,4.5,南京领添信息技术有限公司,12-16,南京,6.0,数据分析师
1-1.5万/月,86750067,10.0,南京领添信息技术有限公司,12-16,南京,15.0,推荐搜索算法工程师
