company,create_time,job_city,job_id,job_name,key_word,salary,salary_avg,salary_max,salary_min
东宝信息技术有限公司,2018-05-05 00:00:00,东莞,76377491,Java 高级开发工程师,JavaScript,1-1.5万/月,20.0,15.0,10.0
东莞市瑞峰优慧垛实业投资有限公司,2018-05-05 00:00:00,东莞,99010803,Android开发工程师,Java,0.8-1万/月,14.0,10.0,8.0
东莞市奥帝森电子科技有限公司,2018-05-05 00:00:00,东莞-南城区,76073077,嵌入式开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,96678216,品质主管,测试工程师,6-9千/月,12.0,9.0,6.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79205717,.net工程师,JavaScript,0.6-1.5万/月,18.0,15.0,6.0
东莞高伟光学电子有限公司,2018-05-05 00:00:00,东莞,98521568,MES工程师,Java,6-8千/月,11.0,8.0,6.0
广东科孕健康管理有限公司,2018-05-05 00:00:00,东莞-南城区,98882882,储备干部,C#,1-1.5万/月,20.0,15.0,10.0
东莞市信发置业顾问有限公司,2018-05-05 00:00:00,东莞,97543096,PHP开发工程师,测试工程师,6-7.5千/月,10.5,7.5,6.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79138007,高级软件工程师,JavaScript,1-1.5万/月,20.0,15.0,10.0
东宝信息技术有限公司,2018-05-05 00:00:00,东莞,97768266,安卓软件工程师,Java,6-8千/月,11.0,8.0,6.0
东莞市沃斯华根汽车销售服务有限公司,2018-05-05 00:00:00,东莞-大朗镇,94980534,汽车维修小工,C#,2-3千/月,4.0,3.0,2.0
北京彩易达科技发展有限公司,2018-05-05 00:00:00,东莞,79947529,SQE（灯珠驻厂）工程师,测试工程师,6-8千/月,11.0,8.0,6.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79137780,中级软件工程师,JavaScript,0.8-1万/月,14.0,10.0,8.0
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,异地招聘,80577596,BI工程师,Java,0.8-1万/月,14.0,10.0,8.0
广州点动信息科技股份有限公司,2018-05-05 00:00:00,东莞-莞城区,100220851,系统架构师,C#,0.8-1万/月,14.0,10.0,8.0
东莞市铭科精技五金制品有限公司,2018-05-05 00:00:00,东莞,95728141,IPQC/QA,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79137633,初级软件工程师,JavaScript,6-8千/月,11.0,8.0,6.0
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,东莞,65236533,Android软件开发工程师,Java,6-8千/月,11.0,8.0,6.0
四川海底捞餐饮股份有限公司,2018-05-05 00:00:00,东莞,101580118,东莞海底捞服务员3K+包吃住+五险,C#,3.2-6千/月,7.6,6.0,3.2
东莞市环力实业有限公司,2018-05-05 00:00:00,东莞-长安镇,101682309,测量工程师,测试工程师,6-8千/月,11.0,8.0,6.0
东莞市科锐网络科技有限公司,2018-05-05 00:00:00,东莞,101702480,软件测试工程师,JavaScript,4.5-6千/月,8.25,6.0,4.5
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,异地招聘,101039468,JavaWeb开发工程师,Java,6-8千/月,11.0,8.0,6.0
深圳通利华集团,2018-05-05 00:00:00,东莞,97809334,机电技师,C#,3.5-5千/月,6.75,5.0,3.5
东莞维升电子制品有限公司,2018-05-05 00:00:00,东莞-黄江镇,88354456,制程工程師,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞铭丰包装有限公司,2018-05-05 00:00:00,东莞-万江区,99320368,品质工程师,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市易工信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101234048,C# .NET开发工程师,JavaScript,0.8-1.1万/月,15.0,11.0,8.0
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,东莞-东城区,96024165,大数据架构师,Java,1-1.5万/月,20.0,15.0,10.0
广东和氏工业技术集团股份有限公司,2018-05-05 00:00:00,异地招聘,74302627,电气工程师,C#,0.8-1万/月,14.0,10.0,8.0
东莞市斯彼德机电科技有限公司,2018-05-05 00:00:00,东莞,94973838,销售经理,C#,1-1.5万/月,20.0,15.0,10.0
东莞探鱼实业有限责任公司,2018-05-05 00:00:00,东莞,101231474,品质主管,测试工程师,7-8.5千/月,12.0,8.5,7.0
广东巨细信息科技有限公司,2018-05-05 00:00:00,东莞,79297059,Java工程师,JavaScript,1-1.5万/月,20.0,15.0,10.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79205717,.net工程师,Java,0.6-1.5万/月,18.0,15.0,6.0
东莞市德诚软件科技有限公司,2018-05-05 00:00:00,东莞,61672175,开发工程师,C#,0.8-1.8万/月,22.0,18.0,8.0
东莞市互越网络科技有限公司,2018-05-04 00:00:00,东莞-莞城区,101556931,php开发,技术合伙人,4.5-6千/月,8.25,6.0,4.5
东莞市联和信息技术有限公司,2018-05-05 00:00:00,东莞-莞城区,100474233,delphi软件开发部经理,测试工程师,1.5-2万/月,27.5,20.0,15.0
东莞市贝斯特热流道科技有限公司,2018-05-05 00:00:00,东莞,100734893,品检员,测试工程师,3.8-4.5千/月,6.4,4.5,3.8
广州点动信息科技股份有限公司,2018-05-05 00:00:00,东莞-莞城区,99820417,系统架构师,JavaScript,4.5-6千/月,8.25,6.0,4.5
东莞市华道节能科技有限公司,2018-05-05 00:00:00,东莞-虎门镇,99145380,淘宝运营,JavaScript,0.3-1万/月,11.5,10.0,3.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79138007,高级软件工程师,Java,1-1.5万/月,20.0,15.0,10.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79137780,中级软件工程师,Java,0.8-1万/月,14.0,10.0,8.0
深圳市易和意互联技术有限公司,2018-05-05 00:00:00,异地招聘,97940779,司机团队经理,C#,10-15万/年,16.67,12.5,8.333333333333334
虎门电影集团有限公司,2018-05-03 00:00:00,异地招聘,95366268,合伙人,技术合伙人,4-5万/月,70.0,50.0,40.0
旭尔诺实业（东莞）有限公司,2018-05-05 00:00:00,东莞,75178622,QC,测试工程师,3-4.5千/月,6.0,4.5,3.0
京瓷连接器（东莞）有限公司,2018-05-05 00:00:00,东莞-石龙镇,98305945,品质技术员,测试工程师,6-8千/月,11.0,8.0,6.0
广东朝阳企讯通科技有限公司,2018-05-05 00:00:00,东莞-莞城区,70470737,PHP程序员,JavaScript,0.8-2万/月,24.0,20.0,8.0
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,96709523,高级PHP工程师,JavaScript,1-1.5万/月,20.0,15.0,10.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79137633,初级软件工程师,Java,6-8千/月,11.0,8.0,6.0
广东坚朗五金制品股份有限公司,2018-05-05 00:00:00,异地招聘,100306486,数据库管理员J10688,Java,0.8-1万/月,14.0,10.0,8.0
东莞多维教育科技有限公司,2018-05-05 00:00:00,东莞-莞城区,90119458,软件开发工程师,C#,4.5-5.5千/月,7.75,5.5,4.5
东莞市丰熙食品有限公司,2018-05-05 00:00:00,东莞,97763153,人事主管,C#,6-8千/月,11.0,8.0,6.0
深圳市元创时代科技有限公司,2018-05-05 00:00:00,东莞,98589972,品质工程师,测试工程师,6-8千/月,11.0,8.0,6.0
旭丽电子(东莞)有限公司,2018-05-05 00:00:00,东莞-石碣镇,89299234,TE工程师,测试工程师,6.5-7.5千/月,10.75,7.5,6.5
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,96685809,PHP工程师,JavaScript,0.8-1.2万/月,16.0,12.0,8.0
东莞市科锐网络科技有限公司,2018-05-05 00:00:00,东莞,101702480,软件测试工程师,Java,4.5-6千/月,8.25,6.0,4.5
东莞市亚讯通讯科技有限公司,2018-05-05 00:00:00,东莞-塘厦镇,95155231,外贸业务总监,C#,0.8-1.5万/月,19.0,15.0,8.0
东莞市万恒通实业有限公司,2018-05-05 00:00:00,东莞-虎门镇,88681942,品管（总部）,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,96674340,HTML5前端工程师,JavaScript,5-9千/月,11.5,9.0,5.0
东莞市易工信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,100384205,安卓系统开发,Java,0.8-1万/月,14.0,10.0,8.0
东莞市嘉凯汽车贸易有限公司,2018-05-05 00:00:00,东莞,96605017,服务顾问,C#,4.5-6千/月,8.25,6.0,4.5
东莞美景实业有限公司,2018-05-05 00:00:00,东莞-塘厦镇,84504267,DQE工程师,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,96674078,PHP开发工程师,JavaScript,0.8-1.2万/月,16.0,12.0,8.0
广东巨细信息科技有限公司,2018-05-05 00:00:00,东莞,98037685,Web前端开发工程师,Java,4.5-6千/月,8.25,6.0,4.5
深圳市安保医疗感控科技有限公司,2018-05-05 00:00:00,东莞-塘厦镇,88965236,操作机长,C#,4.5-6千/月,8.25,6.0,4.5
东莞市银泰玻璃有限公司,2018-05-05 00:00:00,东莞-虎门镇,101492432,品质工程师,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市蓝天电脑软件咨询有限公司,2018-05-05 00:00:00,东莞,94183501,应届生-web开发,JavaScript,4-8千/月,10.0,8.0,4.0
广州点动信息科技股份有限公司,2018-05-05 00:00:00,东莞-莞城区,99820417,系统架构师,Java,4.5-6千/月,8.25,6.0,4.5
东莞市傲马网络科技有限公司,2018-05-05 00:00:00,东莞,94701957,储备经理/副总,C#,4.5-6千/月,8.25,6.0,4.5
掌上快销,2018-05-05 00:00:00,东莞,88922542,司机,C#,3-5千/月,6.5,5.0,3.0
深圳市威科达科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,98311048,调试工程师,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市蓝天电脑软件咨询有限公司,2018-05-05 00:00:00,东莞,78943895,WEB开发,JavaScript,0.6-2万/月,23.0,20.0,6.0
东莞市金博网络科技有限公司,2018-05-05 00:00:00,东莞-东城区,80636051,Android开发工程师,Java,1.5-2万/月,27.5,20.0,15.0
广东度涵实业有限公司,2018-05-05 00:00:00,东莞-万江区,85196200,QC质检专员,C#,4.5-6千/月,8.25,6.0,4.5
富士康科技集团安品达,2018-05-05 00:00:00,异地招聘,100258800,品质客服,测试工程师,6-8千/月,11.0,8.0,6.0
广东菁童教育科技有限公司,2018-05-04 00:00:00,东莞,100278550,测试总监,测试总监,1.5-2千/月,2.75,2.0,1.5
东莞斯达文星皮具有限公司,2018-05-05 00:00:00,东莞,88651757,程式開發,JavaScript,5-8千/月,10.5,8.0,5.0
广东航康信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,100048067,web 前端工程师,JavaScript,0.6-1.2万/月,15.0,12.0,6.0
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,101027201,Openstack开发工程师,Java,1-2万/月,25.0,20.0,10.0
东莞市金博网络科技有限公司,2018-05-05 00:00:00,东莞-东城区,101027730,iOS开发工程师,C#,4.5-6千/月,8.25,6.0,4.5
广州鸿诚电子科技有限公司,2018-05-05 00:00:00,异地招聘,99705693,电子厂高薪普工6千月包吃住+社保,C#,4.5-6千/月,8.25,6.0,4.5
广东铭利达科技有限公司,2018-05-05 00:00:00,东莞,89734168,PQE工程师,测试工程师,6.5-9.9千/月,13.15,9.9,6.5
广东取货宝科技有限公司,2018-05-05 00:00:00,东莞-南城区,99392783,net软件工程师,JavaScript,0.6-1.2万/月,15.0,12.0,6.0
东莞市通天星软件科技有限公司,2018-05-05 00:00:00,东莞,93126072,.NET开发工程师,JavaScript,0.8-1万/月,14.0,10.0,8.0
东莞市超耀光电有限公司,2018-05-05 00:00:00,东莞-寮步镇,101846626,项目经理 项目总监,项目总监,1-2万/月,25.0,20.0,10.0
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,101026818,大数据开发工程师,Java,0.8-1.5万/月,19.0,15.0,8.0
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,96582467,高级运维工程师,Java,0.8-1万/月,14.0,10.0,8.0
东莞东风南方汽车销售服务有限公司...,2018-05-05 00:00:00,东莞-大岭山镇,95084340,钣金技师（大岭山上班）,C#,4.5-6千/月,8.25,6.0,4.5
东莞市新芽服装辅料有限公司,2018-05-05 00:00:00,东莞,93948052,采购助理,C#,4.5-6千/月,8.25,6.0,4.5
东莞市派乐玛新材料技术开发有限公司,2018-05-05 00:00:00,东莞-道滘镇,96059380,测试中心主管,测试工程师,0.6-1.2万/月,15.0,12.0,6.0
东莞铭基电子科技集团有限公司,2018-05-05 00:00:00,东莞,99387545,品保课长,测试工程师,0.8-1.2万/月,16.0,12.0,8.0
东莞市邦邻信息科技有限公司,2018-05-05 00:00:00,东莞,76171730,PHP后端开发工程师,JavaScript,4.5-8千/月,10.25,8.0,4.5
深圳市日昇发互联网金融服务有限公司,2018-05-05 00:00:00,东莞,94251563,项目总监：,项目总监,2-2.5万/月,35.0,25.0,20.0
广东盈卓节能科技有限公司,2018-05-05 00:00:00,东莞-南城区,99311024,项目总监,项目总监,1-1.5万/月,20.0,15.0,10.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,96411267,IT工程师,Java,0.6-1万/月,13.0,10.0,6.0
东莞铭丰包装有限公司,2018-05-05 00:00:00,东莞-万江区,99641515,ABAP开发工程师,Java,0.4-1.3万/月,15.0,13.0,4.0
东莞市天蓝智能装备有限公司,2018-05-05 00:00:00,东莞-塘厦镇,101588830,后勤,C#,3.5-4.5千/月,6.25,4.5,3.5
东莞市科达计算机系统工程有限公司,2018-05-05 00:00:00,东莞-南城区,85741410,售后技术支持工程师,C#,0.5-1万/月,12.5,10.0,5.0
广东恩典皮具服饰科技股份有限公司,2018-05-05 00:00:00,东莞,100467880,品质工程师,测试工程师,0.8-1.3万/月,17.0,13.0,8.0
东莞市必利服饰有限公司,2018-05-05 00:00:00,东莞-虎门镇,78884712,服装QA,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市邦邻信息科技有限公司,2018-05-05 00:00:00,东莞,71250201,PHP程序员,JavaScript,4.5-8千/月,10.25,8.0,4.5
深圳华星恒泰泵阀有限公司,2018-05-04 00:00:00,东莞-茶山镇,99382446,Java开发工程师,JavaScript,0.8-1.5万/月,19.0,15.0,8.0
广东金龙东创智能装备有限公司,2018-05-05 00:00:00,东莞-寮步镇,96055947,项目总监,项目总监,40-60万/年,66.67,50.0,33.333333333333336
嘉特纳幕墙（上海）有限公司东莞分...,2018-05-04 00:00:00,东莞-莞城区,98339634,项目总监助理,项目总监,0.6-1万/月,13.0,10.0,6.0
广东信威绿色家居产业集团有限公司,2018-05-04 00:00:00,异地招聘,96503543,项目总监,项目总监,15-20万/年,22.92,16.666666666666668,12.5
东莞保力电子有限公司,2018-05-05 00:00:00,东莞,100014503,Android开发工程师,Java,1-1.5万/月,20.0,15.0,10.0
深圳泰和君兴风险管理有限公司广州...,2018-05-05 00:00:00,东莞-东城区,87167727,反保险欺诈--调查员,C#,0.8-1万/月,14.0,10.0,8.0
东莞市恒胜橡塑科技有限公司,2018-05-05 00:00:00,东莞-大岭山镇,100179173,QC,测试工程师,4-4.5千/月,6.5,4.5,4.0
中远泰工业自动化科技有限公司,2018-05-05 00:00:00,东莞,98373290,品质管理,测试工程师,4-5千/月,7.0,5.0,4.0
东莞市清溪医院,2018-05-04 00:00:00,东莞,76746752,ASP.NET工程师,JavaScript,0.8-1.2万/月,16.0,12.0,8.0
东莞市清溪医院,2018-05-04 00:00:00,东莞,76745668,C#工程师,JavaScript,0.8-1.2万/月,16.0,12.0,8.0
广东智恒信息技术有限公司,2018-05-04 00:00:00,东莞,90529025,弱电项目总监,项目总监,0.8-1万/月,14.0,10.0,8.0
广东航康信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,100047739,软件测试工程师,Java,0.6-1万/月,13.0,10.0,6.0
广东嘉荣装饰设计工程有限公司,2018-05-05 00:00:00,东莞-南城区,99634876,安全员,C#,6-8千/月,11.0,8.0,6.0
东莞市豪斯特热冲压技术有限公司,2018-05-05 00:00:00,东莞-横沥镇,100805632,品质工程师急聘,测试工程师,6-8千/月,11.0,8.0,6.0
东莞市清溪医院,2018-05-04 00:00:00,东莞,76708244,.NET工程师,JavaScript,0.8-1.2万/月,16.0,12.0,8.0
盟大集团,2018-05-04 00:00:00,东莞-南城区,96963559,APP移动端项目总监 (CY26-1),项目总监,2-2.5万/月,35.0,25.0,20.0
广东宏工物料自动化系统有限公司,2018-05-05 00:00:00,东莞,97441758,项目总监,项目总监,15-20万/年,22.92,16.666666666666668,12.5
东莞市龙信数码科技有限公司,2018-05-05 00:00:00,东莞,95035151,技术部   .NET软件开发,Java,6-8千/月,11.0,8.0,6.0
深圳市志尚力合物流科技有限公司东...,2018-05-05 00:00:00,东莞,96293119,审单文员,C#,3-4.5千/月,6.0,4.5,3.0
东莞市高臻机械设备有限公司,2018-05-05 00:00:00,东莞,99018230,销售主管,C#,0.8-2万/月,24.0,20.0,8.0
珠海市运泰利自动化设备有限公司,2018-05-05 00:00:00,异地招聘,92771521,SQE,测试工程师,7-9千/月,12.5,9.0,7.0
深圳市东方亮彩精密技术有限公司,2018-05-05 00:00:00,东莞,94552751,DQE工程师(东莞）,测试工程师,0.8-1万/月,14.0,10.0,8.0
东莞市清溪医院,2018-05-04 00:00:00,东莞,76708232,.NET程序员,JavaScript,0.8-1.2万/月,16.0,12.0,8.0
东莞市清溪医院,2018-05-04 00:00:00,东莞,76694696,.NET 软件工程师,JavaScript,0.8-1.2万/月,16.0,12.0,8.0
东莞市三人行环境科技有限公司,2018-05-04 00:00:00,东莞,94989197,项目总监,项目总监,2-2.5万/月,35.0,25.0,20.0
广东银禧科技股份有限公司,2018-05-04 00:00:00,东莞,96032829,硅胶项目总监,项目总监,15-20万/年,22.92,16.666666666666668,12.5
东莞市通天星软件科技有限公司,2018-05-05 00:00:00,东莞,94832941,Android高级软件工程师,Java,1-2万/月,25.0,20.0,10.0
广东巨龙信息技术有限公司,2018-05-05 00:00:00,东莞,75959104,软件实施工程师,Java,4-7.9千/月,9.9,7.9,4.0
广东春夏新材料科技股份有限公司,2018-05-05 00:00:00,东莞,90829118,司机,C#,4-4.5千/月,6.5,4.5,4.0
东莞市安畅途汽车租赁有限公司,2018-05-05 00:00:00,东莞,91408978,全职滴滴快车司机,C#,0.8-1万/月,14.0,10.0,8.0
东莞市银泰丰光学科技有限公司,2018-05-05 00:00:00,东莞,96103584,PQE工程师,测试工程师,0.7-1万/月,13.5,10.0,7.0
东莞南玻光伏科技有限公司,2018-05-05 00:00:00,东莞,94548686,质检工程师（2018届硕士、本科毕业生）,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市商二信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,87024794,PHP开发工程师,JavaScript,5-8千/月,10.5,8.0,5.0
东莞市触点网络信息科技有限公司,2018-05-04 00:00:00,东莞,99298255,软件测试工程师,JavaScript,4.5-6千/月,8.25,6.0,4.5
广东荣文能源科技集团有限公司,2018-05-03 00:00:00,东莞-松山湖区,96348467,工程项目总监,项目总监,1.5-2.5万/月,32.5,25.0,15.0
宋氏集团教育科技有限公司,2018-05-03 00:00:00,异地招聘,97827116,项目总监,项目总监,0.8-1万/月,14.0,10.0,8.0
深圳华星恒泰泵阀有限公司,2018-05-04 00:00:00,东莞-茶山镇,99423375,软件项目经理,Java,0.8-1.5万/月,19.0,15.0,8.0
东莞市触点网络信息科技有限公司,2018-05-04 00:00:00,东莞,99298255,软件测试工程师,Java,4.5-6千/月,8.25,6.0,4.5
东莞博准电子科技有限公司,2018-05-05 00:00:00,东莞-南城区,76631522,高薪诚聘网站美工,C#,4.5-6千/月,8.25,6.0,4.5
欧妮卡,2018-05-05 00:00:00,东莞-虎门镇,75355279,市场营销主管,C#,6-8千/月,11.0,8.0,6.0
佛山市谷力能动力科技有限公司,2018-05-05 00:00:00,异地招聘,94395915,电池检测工程师,测试工程师,5-7千/月,9.5,7.0,5.0
广东英科集团股份有限公司,2018-05-05 00:00:00,东莞,75808594,品检员,测试工程师,3-4.5千/月,6.0,4.5,3.0
博罗县康得力实业有限公司,2018-05-05 00:00:00,异地招聘,80947478,QE工程师,测试工程师,5.5-6千/月,8.75,6.0,5.5
东莞市触点网络信息科技有限公司,2018-05-04 00:00:00,东莞,99138608,.NET开发工程师,JavaScript,6-8千/月,11.0,8.0,6.0
广东中烨地产管理有限公司,2018-05-03 00:00:00,东莞-南城区,98878576,项目总监,项目总监,1-2万/月,25.0,20.0,10.0
深圳宏伟世通物流股份有限公司,2018-04-27 00:00:00,东莞-清溪镇,100739029,项目总监,项目总监,2-2.5万/月,35.0,25.0,20.0
广东三正集团有限公司,2018-05-04 00:00:00,东莞-塘厦镇,95629774,开发部经理,Java,1.5-2.5万/月,32.5,25.0,15.0
广东三正集团有限公司,2018-05-04 00:00:00,东莞-塘厦镇,94604696,高级/软件开发工程师,Java,0.6-1.5万/月,18.0,15.0,6.0
广东京信软件科技有限公司,2018-05-04 00:00:00,异地招聘,98378052,中级实施工程师,Java,0.8-1万/月,14.0,10.0,8.0
东莞市福莱特航空科技有限公司,2018-05-05 00:00:00,东莞-长安镇,94207005,阿里巴巴诚信通运营,C#,4-7千/月,9.0,7.0,4.0
广东嘿米汽车服务有限公司,2018-05-05 00:00:00,东莞-南城区,101306566,汽车销售/经纪人,C#,1-2.5万/月,30.0,25.0,10.0
东莞市雅思电子有限公司,2018-05-05 00:00:00,东莞,99047154,QE工程师,测试工程师,6-8千/月,11.0,8.0,6.0
东莞市英集电子有限公司,2018-05-05 00:00:00,东莞-道滘镇,99124496,品质工程师,测试工程师,6-8千/月,11.0,8.0,6.0
东莞市触点网络信息科技有限公司,2018-05-04 00:00:00,东莞,95970912,.NET高级开发工程师,JavaScript,1-1.5万/月,20.0,15.0,10.0
广东三正集团有限公司,2018-05-04 00:00:00,东莞-塘厦镇,82217840,运维工程师,JavaScript,0.6-1.5万/月,18.0,15.0,6.0
东莞市博海网络科技有限公司,2018-05-04 00:00:00,东莞-南城区,89684330,网页设计师,JavaScript,0.4-1.2万/月,14.0,12.0,4.0
广东都市丽人实业有限公司,2018-04-25 00:00:00,东莞-凤岗镇,97783988,供应链金融公司项目总监,项目总监,1.6-2万/月,28.0,20.0,16.0
广东京信软件科技有限公司,2018-05-04 00:00:00,异地招聘,98378008,中级软件工程师,Java,0.8-1万/月,14.0,10.0,8.0
广东京信软件科技有限公司,2018-05-04 00:00:00,异地招聘,98377556,高级实施工程师,Java,0.8-1万/月,14.0,10.0,8.0
广东汇兴精工智造股份有限公司,2018-05-05 00:00:00,东莞-大岭山镇,95736165,工业软件工程师,C#,0.5-1万/月,12.5,10.0,5.0
东莞市盈丰钮扣有限公司,2018-05-05 00:00:00,东莞-麻涌镇,95321241,质检员,测试工程师,3-4.5千/月,6.0,4.5,3.0
东莞市鼎鑫净化科技有限公司,2018-05-05 00:00:00,东莞-南城区,101593303,建筑工程项目助理,项目助理,6-8千/月,11.0,8.0,6.0
广东开普云信息科技股份有限公司,2018-05-04 00:00:00,东莞,78047422,高级软件工程师(java),JavaScript,8-13万/年,14.17,10.833333333333334,6.666666666666667
深圳市好房易购科技有限公司,2018-04-25 00:00:00,东莞-南城区,87275085,项目总监,项目总监,1.5-2万/月,27.5,20.0,15.0
广东京信软件科技有限公司,2018-05-04 00:00:00,异地招聘,98377530,初级实施工程师,Java,3-4.5千/月,6.0,4.5,3.0
东莞市明骏智能科技有限公司,2018-05-05 00:00:00,东莞-谢岗镇,96363397,电子电路工程师,C#,5-8千/月,10.5,8.0,5.0
东莞市长原科技实业有限公司,2018-05-05 00:00:00,东莞,78664756,IPQC,测试工程师,4.5-6千/月,8.25,6.0,4.5
东莞市澳中电子材料有限公司,2018-05-05 00:00:00,东莞-石碣镇,97787080,测试员,测试工程师,3.2-4.5千/月,6.1,4.5,3.2
vivo智能手机（维沃移动通信有限公...,2018-05-05 00:00:00,东莞,94475759,项目助理（开发）,项目助理,4.5-6千/月,8.25,6.0,4.5
东莞市鸿骏膳食管理有限公司,2018-05-05 00:00:00,东莞-厚街镇,101802626,项目助理,项目助理,3-4.5千/月,6.0,4.5,3.0
广东开普云信息科技股份有限公司,2018-05-04 00:00:00,东莞-莞城区,67008918,java开发工程师（东莞）,JavaScript,6-11万/年,11.67,9.166666666666668,5.0
东莞广教教育投资有限公司,2018-04-23 00:00:00,东莞,94316836,项目总监,项目总监,1-1.5万/月,20.0,15.0,10.0
广东京信软件科技有限公司,2018-05-04 00:00:00,异地招聘,98374581,高级软件工程师,Java,1-1.5万/月,20.0,15.0,10.0
广东开普云信息科技股份有限公司,2018-05-04 00:00:00,东莞,99056199,系统架构师,Java,1.5-3万/月,37.5,30.0,15.0
东莞欧德雅装饰材料有限公司,2018-05-05 00:00:00,东莞,89911038,品质主管（湖州分工厂）,测试工程师,7-8千/月,11.5,8.0,7.0
京木（中国）创意展示有限公司,2018-05-05 00:00:00,东莞-石排镇,101799314,项目助理,项目助理,3.5-5千/月,6.75,5.0,3.5
广东亦强科技有限公司,2018-05-04 00:00:00,东莞-南城区,82200821,php开发工程师,JavaScript,1-1.6万/月,21.0,16.0,10.0
广东亦强科技有限公司,2018-05-04 00:00:00,东莞-南城区,69119293,PHP 开发工程师,JavaScript,1-1.5万/月,20.0,15.0,10.0
东莞市惠利传媒有限公司,2018-03-05 00:00:00,东莞-清溪镇,97394564,项目总监,项目总监,6-8千/月,11.0,8.0,6.0
东莞明信电子有限公司,2018-05-05 00:00:00,东莞-东坑镇,101815918,项目副经理,项目总监,1-1.5万/月,20.0,15.0,10.0
光大商业集团,2018-05-04 00:00:00,东莞-南城区,89119220,Android开发工程师,Java,0.5-1.2万/月,14.5,12.0,5.0
东莞市威狮特企业管理咨询有限公司,2018-05-04 00:00:00,东莞,88858402,软件（应用）开发工程师,Java,0.9-1.2万/月,16.5,12.0,9.0
东莞市骏华建设工程咨询有限公司,2018-05-05 00:00:00,东莞,100652474,项目助理,项目助理,3-5.5千/月,7.0,5.5,3.0
广州隽永网络科技有限公司,2018-05-05 00:00:00,异地招聘,101330035,造纸技改项目负责人/厂长,项目总监,1.5-2万/月,27.5,20.0,15.0
东莞蓝创捷特佳电子有限公司,2018-05-05 00:00:00,东莞-常平镇,99611717,项目助理,项目助理,4.5-6千/月,8.25,6.0,4.5
东莞市信鸿实业发展有限公司,2018-05-05 00:00:00,东莞,97890671,华为-韩语项目助理（信鸿派遣）,项目助理,1-2万/月,25.0,20.0,10.0
广东唯一网络科技有限公司,2018-05-05 00:00:00,东莞-东城区,101752099,投资总监,项目总监,30-40万/年,45.83,33.333333333333336,25.0
旭昇洋行（中国）有限公司,2018-05-05 00:00:00,东莞-塘厦镇,85490298,项目专员 (业务员)（年底双薪）B组,项目总监,4.5-6千/月,8.25,6.0,4.5
广东光正教育集团有限公司,2018-05-05 00:00:00,东莞,91576562,项目助理,项目助理,4.5-6千/月,8.25,6.0,4.5
东莞市领贤装饰设计工程有限公司,2018-05-05 00:00:00,东莞-南城区,95169346,工程总监,项目总监,30-40万/年,45.83,33.333333333333336,25.0
东莞市箭冠汽车配件制造有限公司,2018-05-05 00:00:00,东莞-茶山镇,96664242,汽车养护品项目经理,项目总监,1.5-2万/月,27.5,20.0,15.0
东莞市海隆达兴房地产开发有限公司,2018-05-05 00:00:00,东莞,89314616,投资项目助理,项目助理,6-8千/月,11.0,8.0,6.0
